age,sex,activity_level,veg_fruit,grain,dairy,meat,calories,moderate_min,moderate_days,strength_days,sleep,water,hr_moderate_low,hr_moderate_high
74,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.6,109.5
74,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.6,109.5
74,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.6,109.5
74,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.6,109.5
75,female,inactive,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.0,108.8
75,female,moderately_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.0,108.8
75,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.0,108.8
75,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.0,108.8
75,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.0,108.8
75,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",87.0,108.8
76,female,inactive,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",86.4,108.0
76,female,moderately_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",86.4,108.0
76,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",86.4,108.0
76,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",86.4,108.0
76,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",86.4,108.0
76,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",86.4,108.0
77,female,inactive,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.8,107.2
77,female,moderately_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.8,107.2
77,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.8,107.2
77,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.8,107.2
77,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.8,107.2
77,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.8,107.2
78,female,inactive,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.2,106.5
78,female,moderately_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.2,106.5
78,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.2,106.5
78,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.2,106.5
78,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.2,106.5
78,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",85.2,106.5
79,female,inactive,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.6,105.8
79,female,moderately_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.6,105.8
79,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.6,105.8
79,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.6,105.8
79,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.6,105.8
79,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.6,105.8
80,female,inactive,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.0,105.0
80,female,moderately_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.0,105.0
80,female,very_active,"(7, 7)","(6, 6)","(3, 3)","(2, 2)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.0,105.0
80,male,inactive,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.0,105.0
80,male,moderately_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.0,105.0
80,male,very_active,"(7, 7)","(7, 7)","(3, 3)","(3, 3)",,30,5,"(2, 4)","(7, 8)","(6, 8)",84.0,105.0
